author,date,address,bank,rating,review_title_by_user,review,bank_image,rating_title_by_user,useful_count,clean_review,review_length,sentiment
MURALI,2020-02-17,Rajahmundry,HDFC Bank,5.0,"""Good""",I am holding a savings account with HDFC bank for more than 6 years. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0,i am holding a savings account with hdfc bank for more than 6 years there is no hidden charges in this bank it is a zero balance account i am using mobile app and it is user friendly to access atm and branchs are near mobile app and net banking both are user friendly,54,Satisfied
R,2020-02-17,Bangalore,Kotak,4.0,"""Best savings account""","I am holding a savings with salary account with KOTAK MAHINDRA Bank for more than 8 years. There is no hidden charges in this bank., It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Great!,1,i am holding a savings with salary account with kotak mahindra bank for more than 8 years there is no hidden charges in this bank it is a zero balance account i am using mobile app and it is user friendly to access atm and branchs are near mobile app and net banking both are user friendly,57,Satisfied
S,2020-02-17,Ahmedabad,Axis Bank,5.0,"""Best savings account""","I have been using savings account with AXIS Bank more than 6 years. This is salary cums savings, so no need to maintain minimum balance. App is very easy to access and Atm service are very near to my residence. Customer service and responsiveness was good.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0,i have been using savings account with axis bank more than 6 years this is salary cums savings so no need to maintain minimum balance app is very easy to access and atm service are very near to my residence customer service and responsiveness was good,46,Satisfied
NAVANEETH,2020-02-16,Tiruchirapalli,Unknown,4.0,"""Better Account""",Since the branch was located nearby my office so that i have opened the savings account from City Union Bank. I'm not aware of the minimum balance maintenance. I'm using their net banking facility and its easy to access. They don't deduct any hidden charges. But some charges are applied for other bank ATM withdrawals.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,2,since the branch was located nearby my office so that i have opened the savings account from city union bank im not aware of the minimum balance maintenance im using their net banking facility and its easy to access they dont deduct any hidden charges but some charges are applied for other bank atm withdrawals,55,Satisfied
NAVAN,2020-02-16,Tiruchirapalli,HDFC Bank,5.0,"""Good Account""","I have opened the salary account 2 months before but only one month my salary got credited in HDFC. For the banking transaction, HDFC service is good and most of the staffs are having their salary account in HDFC so that i have selected the same. I don't need to maintain any minimum balance. Net banking facility is okay once the password got expired hence i have visited their branch and the response was okay.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0,i have opened the salary account 2 months before but only one month my salary got credited in hdfc for the banking transaction hdfc service is good and most of the staffs are having their salary account in hdfc so that i have selected the same i dont need to maintain any minimum balance net banking facility is okay once the password got expired hence i have visited their branch and the response was okay,75,Satisfied
ANONYMOUS,2020-02-16,Delhi,Canara Bank,4.0,"""Bank service is good""",Opened my salary account from Canara bank and it almost 11 years since i am using this account without facing any single issue. I need to maintain a minimum balance of Rs. 1000. Their online banking facility is good and i could find all the option in mobile app. I have visited their branch for a passbook entry and dropping a cheque anyway the response was good.,https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Great!,1,opened my salary account from canara bank and it almost 11 years since i am using this account without facing any single issue i need to maintain a minimum balance of rs 1000 their online banking facility is good and i could find all the option in mobile app i have visited their branch for a passbook entry and dropping a cheque anyway the response was good,67,Satisfied
P K,2020-02-16,Bangalore,Unknown,4.5,"""Very Good bank""","When I joined my work, they have provided a salary account from Karnataka Bank. From that date to till now, I'm holding this account only. I'm using the Internet banking facility and its average to use. The branch is located nearby my location and the staff response is good.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Excellent!,2,when i joined my work they have provided a salary account from karnataka bank from that date to till now im holding this account only im using the internet banking facility and its average to use the branch is located nearby my location and the staff response is good,49,Satisfied
SULTANA,2020-02-16,Bangalore,HDFC Bank,5.0,"""Good provider""","From past 2 years, i have been using my salary account from HDFC bank. Its a zero balance account. I never visited their branch till now. In online, i applied the passbook, cheque book, debit card when i lost it and received these things on time. There is no additional charges for IMPS and NEFT transaction. They are giving some offers for HDFC debit card also.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0,from past 2 years i have been using my salary account from hdfc bank its a zero balance account i never visited their branch till now in online i applied the passbook cheque book debit card when i lost it and received these things on time there is no additional charges for imps and neft transaction they are giving some offers for hdfc debit card also,66,Satisfied
ANONYMOUS,2020-02-16,Hyderabad,SBI,4.0,"""Highly recommend account for middle class people""","Everything is fine with SBI salary account but i don't get the proper response in the branch. When i call to the branch number, no one is ready to pick up the call. If they answered also, they will respond in staggered manner this has to be improved. I hold this SBI salary account for almost 8 years. I need to maintain a minimum balance of Rs. 1K  earlier converted from savings account to salary account.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0,everything is fine with sbi salary account but i dont get the proper response in the branch when i call to the branch number no one is ready to pick up the call if they answered also they will respond in staggered manner this has to be improved i hold this sbi salary account for almost 8 years i need to maintain a minimum balance of rs 1k earlier converted from savings account to salary account,76,Satisfied
KUMA,2020-02-15,New delhi,Axis Bank,5.0,"""Need to decrease charges for all purposes""","I have been using saving account from AXIS bank for the past 2 years. I have visited to bank and opened an account for myself. Need to maintain a minimum amount of 10K which is high, hidden charges are applicable on monthly like around 1000 rupees which is very high. ATM and branch's are far away from my place.  Mobile app  is not working. ATM charge is applicable for 55 rupees  if I do transactions more than 4 times in a month.  SMS charge applicable on quarterly basis of 400 rupees. These all charges can be neglected.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0,i have been using saving account from axis bank for the past 2 years i have visited to bank and opened an account for myself need to maintain a minimum amount of 10k which is high hidden charges are applicable on monthly like around 1000 rupees which is very high atm and branchs are far away from my place mobile app is not working atm charge is applicable for 55 rupees if i do transactions more than 4 times in a month sms charge applicable on quarterly basis of 400 rupees these all charges can be neglected,97,Satisfied
AR,2020-02-15,New delhi,Canara Bank,5.0,"""Need to decrease charge """,I am holding a salary account from CANARA bank for past 10 years. Though its salary account need to maintain minimum amount of 1000 rupees if not maintain charges are applicable for 400 rupees.  Hidden charges also applicable of 1000 rupees. ATM and branch's are near from my place.  In this bank there is bounce charge and if I use the debit card in other ATM for cash withdraw charges are applicable.,https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Blown Away!,1,i am holding a salary account from canara bank for past 10 years though its salary account need to maintain minimum amount of 1000 rupees if not maintain charges are applicable for 400 rupees hidden charges also applicable of 1000 rupees atm and branchs are near from my place in this bank there is bounce charge and if i use the debit card in other atm for cash withdraw charges are applicable,72,Satisfied
MUTHU,2020-02-15,Chennai,HDFC Bank,5.0,"""Need to decrease interest charge""","I have opened an account for a saving purpose from HDFC bank on 3 months back. Need to maintain minimum balance amount of 10K which is high, if not they are charging 850 rupees that is high from this bank. Also they do charge for debit card transactions. ATM charges are applicable for this account.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,1,i have opened an account for a saving purpose from hdfc bank on 3 months back need to maintain minimum balance amount of 10k which is high if not they are charging 850 rupees that is high from this bank also they do charge for debit card transactions atm charges are applicable for this account,55,Satisfied
MARI,2020-02-15,Chennai,Unknown,4.0,"""Good """,I am holding a savings account  with CITY UNION BANK  for more than 5 years. There is no hidden charges in this bank. But need to maintain a minimum balance of 5K. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. There is some ATM charges are available.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,0,i am holding a savings account with city union bank for more than 5 years there is no hidden charges in this bank but need to maintain a minimum balance of 5k i am using mobile app and it is user friendly to access i use to get an alert messages from bank whenever i do a transactions there is some atm charges are available,65,Satisfied
MARI,2020-02-15,Chennai,Unknown,3.0,"""Need to improve custome service """,I maintain my salary account with INDIAN Bank for the past 6 years.  I use this account regularly. But I am not satisfied with customer service whenever I try to contact them there is no proper response.  Need to maintain a minimum balance of 1000 rupees.  ATM charges are applicable. I use to face some transaction and sever issue.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Satisfactory,4,i maintain my salary account with indian bank for the past 6 years i use this account regularly but i am not satisfied with customer service whenever i try to contact them there is no proper response need to maintain a minimum balance of 1000 rupees atm charges are applicable i use to face some transaction and sever issue,59,Average
ANONYMOUS,2020-02-15,Chennai,SBI,4.0,"""Good account""",I am holding saving account from SBI for past 6-7 years. On   school day itself I opened an account.  Need to maintain a minimum amount of 2500 rupees. If I done transaction on   monthly some  charges are applicable of  8 rupees. Mainly I use for  mobile app and net banking both are user friendly.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0,i am holding saving account from sbi for past 67 years on school day itself i opened an account need to maintain a minimum amount of 2500 rupees if i done transaction on monthly some charges are applicable of 8 rupees mainly i use for mobile app and net banking both are user friendly,54,Satisfied
SHIVARAM  S,2020-02-15,Bangalore,Unknown,5.0,"""Best savings account""",I am holding a savings and salary account with UNION Bank for more than 5 years. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,8,i am holding a savings and salary account with union bank for more than 5 years there is no hidden charges in this bank it is a zero balance account i am using mobile app and it is user friendly to access atm and branchs are near mobile app and net banking both are user friendly,56,Satisfied
WAGHMARE,2020-02-15,Pune,Unknown,5.0,"""Good Banking services """,In Saraswat Co-operative bank my company is maintaining all the transaction so that they have provided me a salary account in the same bank. Its a zero balance account. They have all the option in their net banking facility and its easy to access the mobile app. I can access the ATM in all the places. They are not taking any hidden charges.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1,in saraswat cooperative bank my company is maintaining all the transaction so that they have provided me a salary account in the same bank its a zero balance account they have all the option in their net banking facility and its easy to access the mobile app i can access the atm in all the places they are not taking any hidden charges,63,Satisfied
MAS,2020-02-15,Bangalore,Unknown,5.0,"""Good account""","I have to maintain a minimum balance of 500 rupees in UNION BANK OF INDIA. Even there is no charges for non-maintenance. I having this account for the past 2 years. Mobile app and net banking both are user friendly to access. I think, ATM charges are applicable.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,6,i have to maintain a minimum balance of 500 rupees in union bank of india even there is no charges for nonmaintenance i having this account for the past 2 years mobile app and net banking both are user friendly to access i think atm charges are applicable,48,Satisfied
RY,2020-02-15,Bangalore,Unknown,5.0,"""Good account """,I maintain a saving account with SOUTH INDIAN BANK for my personal use. I have been holding account more than 10 years. There is no need to maintain a minimum balance. So far I haven't faced any issue. ATM and branch services are good. I am using mobile app which is user friendly to access.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1,i maintain a saving account with south indian bank for my personal use i have been holding account more than 10 years there is no need to maintain a minimum balance so far i havent faced any issue atm and branch services are good i am using mobile app which is user friendly to access,55,Satisfied
RA,2020-02-15,Bangalore,Canara Bank,5.0,"""Good service""",I am holding a salary account  from CANARA bank for more than 2.5 years. There is no hidden charges in this bank and no need to maintain a minimum balance. I am using mobile app and net banking both are user friendly to access. I use to get an alert messages from bank whenever I do a transactions.,https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Blown Away!,1,i am holding a salary account from canara bank for more than 25 years there is no hidden charges in this bank and no need to maintain a minimum balance i am using mobile app and net banking both are user friendly to access i use to get an alert messages from bank whenever i do a transactions,58,Satisfied
AR S,2020-02-15,Chennai,Unknown,4.5,"""Best savings account""","I am using  STANDARD CHARTERED savings account more than 3.5 year. This is salary comes savings, no need to maintain minimum balance.  Every day i can withdrawal cash  upto Rs.50,000 and I will receive alert msg from the bank. Also I linked this account online like Google pay and more for an easy payment. I spoke to bank executive directly it was good.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Excellent!,1,i am using standard chartered savings account more than 35 year this is salary comes savings no need to maintain minimum balance every day i can withdrawal cash upto rs50000 and i will receive alert msg from the bank also i linked this account online like google pay and more for an easy payment i spoke to bank executive directly it was good,63,Satisfied
PURUOLTE,2020-02-15,Chennai,IDBI,5.0,"""Good Account""","From 2018, i have been using the salary account from IDBI bank and the banking service is good. I went to their branch and the response was good. Staffs are very helpful. Its a zero balance account to use. Totally, I'm quite satisfied with their services. They are sending the notifications immediately whenever i do the transaction.",https://static.bankbazaar.com/images/common/bank-logo/idbi.png,Blown Away!,7,from 2018 i have been using the salary account from idbi bank and the banking service is good i went to their branch and the response was good staffs are very helpful its a zero balance account to use totally im quite satisfied with their services they are sending the notifications immediately whenever i do the transaction,57,Satisfied
PAZH,2020-02-15,Bangalore,IndusInd Bank,4.0,"""Average Services""","Past 3 years, i have been using the salary account from Indusind bank. Its a zero balance account. Their net banking facility is good but I'm unable to open the app because most of the times its getting hanging. I never visited their branch for any kind of request and there were no offers for debit cards.",https://static.bankbazaar.com/images/common/bank-logo/indusind.png,Great!,1,past 3 years i have been using the salary account from indusind bank its a zero balance account their net banking facility is good but im unable to open the app because most of the times its getting hanging i never visited their branch for any kind of request and there were no offers for debit cards,57,Satisfied
CHUN,2020-02-15,Pune,Kotak,5.0,"""Medium""","I am having 811 saving account with Kotak Bank for more than a year.  Even though its a saving account, there is no need to maintain a minimum balance. I have opened this account through online and  executive came to home to complete KYC process which is done on time. ATM charges are applicable of 200 plus GST per year.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,1,i am having 811 saving account with kotak bank for more than a year even though its a saving account there is no need to maintain a minimum balance i have opened this account through online and executive came to home to complete kyc process which is done on time atm charges are applicable of 200 plus gst per year,60,Satisfied
MA,2020-02-15,Pune,Unknown,5.0,"""Good service""",When I was working in previous company at that time I have opened salary account from Bank of Baroda. Now I moved to other company hence this account has been converted to saving account. I am holding this account for past 4 years. It is a zero balance account. They are detecting 365 rupees for message alert on yearly basis.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1,when i was working in previous company at that time i have opened salary account from bank of baroda now i moved to other company hence this account has been converted to saving account i am holding this account for past 4 years it is a zero balance account they are detecting 365 rupees for message alert on yearly basis,60,Satisfied
SHAILESH,2020-02-15,Mumbai,SBI,3.0,"""They need to work out a lot""","More than 5 years, i have been holding the salary account from SBI. I don't use mobile app but net banking facilities are used for emergency purpose. I used to visit their branch on a regular basis and the response was not that much prompt. They need to upgrade with the new features and the staff behavior must be changed.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Satisfactory,0,more than 5 years i have been holding the salary account from sbi i dont use mobile app but net banking facilities are used for emergency purpose i used to visit their branch on a regular basis and the response was not that much prompt they need to upgrade with the new features and the staff behavior must be changed,60,Average
DU,2020-02-15,Pune,Kotak,5.0,"""Good ""","I am holding a salary account from KOTAK bank for more than a year. No need a maintain  minimum amount on monthly basis. There are many branch's available in my city when compared to others. Mobile app is user  friendly to access. Whenever contact their service, they were responsive.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,0,i am holding a salary account from kotak bank for more than a year no need a maintain minimum amount on monthly basis there are many branchs available in my city when compared to others mobile app is user friendly to access whenever contact their service they were responsive,49,Satisfied
ROKADE,2020-02-15,Pune,Axis Bank,3.0,"""Need to improve the services""","Earlier i was having a salary account from Axis bank when i left the company, they have converted my salary account into savings account. There is no proper customer support in Axis bank and they charged me lots of hidden charges. I'm not maintaining any minimum balance. I have given the request to close this account but they didn't do it.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Satisfactory,2,earlier i was having a salary account from axis bank when i left the company they have converted my salary account into savings account there is no proper customer support in axis bank and they charged me lots of hidden charges im not maintaining any minimum balance i have given the request to close this account but they didnt do it,61,Average
ROKADE,2020-02-15,Pune,SBI,5.0,"""All facilities are good in SBI""","SBI is providing a full support for my savings account. Its easy to connect with the call centre people. In the year of 2011, i have opened the savings account from SBI because of the good services. I need to hold a minimum balance of Rs. 5K. Their internet banking services are really fine.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,1,sbi is providing a full support for my savings account its easy to connect with the call centre people in the year of 2011 i have opened the savings account from sbi because of the good services i need to hold a minimum balance of rs 5k their internet banking services are really fine,54,Satisfied
PRAB,2020-02-15,Salem,Unknown,3.0,"""Need to provide net banking service ""","I am using saving account from UCO Bank for the past  7 years. Need to maintain a  minimum  balance of 1,000 rupees on monthly basis. They are deducting 110 rupees in the name of Central Government Scheme from my account which I need to check. I am using mobile app and net banking but net banking service is not good and I faced an issue on every day of after 10pm.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Satisfactory,4,i am using saving account from uco bank for the past 7 years need to maintain a minimum balance of 1000 rupees on monthly basis they are deducting 110 rupees in the name of central government scheme from my account which i need to check i am using mobile app and net banking but net banking service is not good and i faced an issue on every day of after 10pm,71,Average
HU,2020-02-15,Salem,Axis Bank,4.0,"""Good """,I am holding a salary account  from AXIS bank for more than 3 years. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions.  There is some ATM charges are applicable.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Great!,0,i am holding a salary account from axis bank for more than 3 years there is no hidden charges in this bank it is a zero balance account i am using mobile app and it is user friendly to access i use to get an alert messages from bank whenever i do a transactions there is some atm charges are applicable,61,Satisfied
PA,2020-02-14,Mumbai,Unknown,5.0,"""Need to provide more branch's ""","I maintain my saving account with DBS bank for the past 5 years. There is more facility and every transaction charges are low but in other bank charges are applicable. It is a zero balance account and no hidden charges. For this bank, there is only one branch available in my city. Mobile app and net banking both are user friendly to access. Some time I faced server down issue and I will get intimation from bank through message.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1,i maintain my saving account with dbs bank for the past 5 years there is more facility and every transaction charges are low but in other bank charges are applicable it is a zero balance account and no hidden charges for this bank there is only one branch available in my city mobile app and net banking both are user friendly to access some time i faced server down issue and i will get intimation from bank through message,79,Satisfied
S,2020-02-14,Kolkata,SBI,5.0,"""Good """,I have been holding an account for a saving with SBI for long times. There is no hidden charges in this bank. It is a zero balance account. I am not using mobile app and net banking both are user friendly to access. I am getting an alert messages from bank whenever I do a transactions. ATMs and branches are near to reach them directly.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0,i have been holding an account for a saving with sbi for long times there is no hidden charges in this bank it is a zero balance account i am not using mobile app and net banking both are user friendly to access i am getting an alert messages from bank whenever i do a transactions atms and branches are near to reach them directly,65,Satisfied
J,2020-02-14,Chennai,Unknown,5.0,"""Best savings account""",I do have a saving account with CITY UNION Bank more than 3 years. This is a  salary cum savings so no need to maintain minimum balance  but I use to maintain some amount. The saving account was linked with PAYTM and its very good application. I got a debit card and they are charging 25 rupees annually.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0,i do have a saving account with city union bank more than 3 years this is a salary cum savings so no need to maintain minimum balance but i use to maintain some amount the saving account was linked with paytm and its very good application i got a debit card and they are charging 25 rupees annually,58,Satisfied
UMAPATHY,2020-02-14,Chennai,HDFC Bank,5.0,"""Good """,I have salary account with HDFC bank for more than 10 years. I use to get many offer messages for loans and card from bank end. It is a zero balance account. There is no hidden charges applicable. But I faced only  ATM charges are applicable of 23 rupees if I do a transaction more than  5 times in a month. Atm and branches are near. I am using  net banking and it is user friendly to access.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0,i have salary account with hdfc bank for more than 10 years i use to get many offer messages for loans and card from bank end it is a zero balance account there is no hidden charges applicable but i faced only atm charges are applicable of 23 rupees if i do a transaction more than 5 times in a month atm and branches are near i am using net banking and it is user friendly to access,78,Satisfied
N F,2020-02-14,Chennai,Citibank,4.5,"""Good bank""","My savings account is with CITI Bank and i am using this account more than 7-8 months. No need to maintain minimum balance since this is a salary cums savings. Customer service was good and i am getting alert messages for cash withdrawal , ATM service are very less but I have bank ATM at office.",https://static.bankbazaar.com/images/common/bank-logo/citibank.png,Excellent!,1,my savings account is with citi bank and i am using this account more than 78 months no need to maintain minimum balance since this is a salary cums savings customer service was good and i am getting alert messages for cash withdrawal atm service are very less but i have bank atm at office,55,Satisfied
JAVALI,2020-02-14,Bangalore,Unknown,5.0,"""Good """,I maintain salary come saving  account with KARNATAKA bank for the past  1.4 years. It is a minimum account balance of  5K. Some time I  maintain up to 10K. Charges are nominal. There is no hidden charges. ATM and branches are near from my place. Atm charges are  applicable of 30 rupees if I do transaction more than 5 times.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,2,i maintain salary come saving account with karnataka bank for the past 14 years it is a minimum account balance of 5k some time i maintain up to 10k charges are nominal there is no hidden charges atm and branches are near from my place atm charges are applicable of 30 rupees if i do transaction more than 5 times,60,Satisfied
SIVARANJANI,2020-02-14,Chennai,HDFC Bank,5.0,"""Average Account""","I have been using HDFC salary account for last 3 years. Its a zero balance maintenance account. Its convenient to use the net banking facility without facing any hassle.  Branch is located to nearby my place and the response was okay because when I have given the request to change the address, they are not providing proper response.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0,i have been using hdfc salary account for last 3 years its a zero balance maintenance account its convenient to use the net banking facility without facing any hassle branch is located to nearby my place and the response was okay because when i have given the request to change the address they are not providing proper response,58,Satisfied
SUMAIR,2020-02-14,Hyderabad,SBI,5.0,"""Average Account""","When I was working in my previous company, so I have opened a salary account from State Bank of India. Though I need to maintain a minimum balance of Rs. 3,000.  I'm not using this account much, but still its active to use this account for third party app and now this is my secondary account. Bank staff response is prompt. Overall, I'm happy about their service.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0,when i was working in my previous company so i have opened a salary account from state bank of india though i need to maintain a minimum balance of rs 3000 im not using this account much but still its active to use this account for third party app and now this is my secondary account bank staff response is prompt overall im happy about their service,67,Satisfied
SUMAIR,2020-02-14,Hyderabad,Axis Bank,5.0,"""Good Account""","I am holding my salary account from AXIS Bank almost 2 years ago. I have opened this account through online. Once I done, I do not have much knowledge about banking services. Its a Zero balance account hence i never maintained any minimum balance. Their website is easy to understand.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0,i am holding my salary account from axis bank almost 2 years ago i have opened this account through online once i done i do not have much knowledge about banking services its a zero balance account hence i never maintained any minimum balance their website is easy to understand,50,Satisfied
S,2020-02-14,Kolkata,IndusInd Bank,5.0,"""Very Good Bank""",I am using the savings account from INDUSIND Bank from 2016. One of the staff is friend of mine and he asked me to open this account. There is no minimum balance required. Its fine to use an Internet banking and mobile app facility. Staffs are very responsive and helpful in the branch. Almost I can find the ATM facility in all the places.,https://static.bankbazaar.com/images/common/bank-logo/indusind.png,Blown Away!,4,i am using the savings account from indusind bank from 2016 one of the staff is friend of mine and he asked me to open this account there is no minimum balance required its fine to use an internet banking and mobile app facility staffs are very responsive and helpful in the branch almost i can find the atm facility in all the places,64,Satisfied
C,2020-02-14,Kolkata,Unknown,5.0,"""Very Good bank""","I have opened the salary account from Allahabad bank for past  November 2018, because the branch is located next building of my office. I went to their branch to open this account and the branch response was fine. I have to hold a minimum balance of Rs. 2,500 for availing a cheque facility. They are not taking any kind of hidden charges. Staffs are very less in the branch which can be improved on it.  Always the queue will be long in this bank.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1,i have opened the salary account from allahabad bank for past november 2018 because the branch is located next building of my office i went to their branch to open this account and the branch response was fine i have to hold a minimum balance of rs 2500 for availing a cheque facility they are not taking any kind of hidden charges staffs are very less in the branch which can be improved on it always the queue will be long in this bank,84,Satisfied
SARIKA,2020-02-14,Mumbai,HDFC Bank,5.0,"""Excellent Service""",I am using HDFC Bank Salary account which i am using for the past 1 year.I am using net banking service as well as mobile banking service both are very user friendly both the service  is used for money transfer and EMI  .Each transaction is safe and very secure .Banking service is much comfortable to me .,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,5,i am using hdfc bank salary account which i am using for the past 1 yeari am using net banking service as well as mobile banking service both are very user friendly both the service is used for money transfer and emi each transaction is safe and very secure banking service is much comfortable to me,56,Satisfied
GYELMO,2020-02-14,Bangalore,Kotak,5.0,"""Good Account""",Its been a year since I'm having a salary account from Kotak Mahindra bank. I don't need to maintain any minimum balance. I'm using mobile app which is good to use. I haven't experienced of the Internet banking. I haven't visited any of the branch of Kotak Mahindra bank. I'm getting a immediate notifications whenever i swipe the card in POS machines.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,0,its been a year since im having a salary account from kotak mahindra bank i dont need to maintain any minimum balance im using mobile app which is good to use i havent experienced of the internet banking i havent visited any of the branch of kotak mahindra bank im getting a immediate notifications whenever i swipe the card in pos machines,62,Satisfied
ANONYMOUS,2020-02-13,Hyderabad,HDFC Bank,4.5,"""Good Account""","Its been last 3 years, i am having a salary account from HDFC bank. I don't need to hold any minimum balance. I don't access their net banking facility and mobile application. Once i went to the branch for a verification purpose and the reply was prompt. I can withdraw upto Rs. 50000 from my ATM.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Excellent!,2,its been last 3 years i am having a salary account from hdfc bank i dont need to hold any minimum balance i dont access their net banking facility and mobile application once i went to the branch for a verification purpose and the reply was prompt i can withdraw upto rs 50000 from my atm,56,Satisfied
R,2020-02-13,Coimbatore,SBI,4.0,"""Good""","From SBI, i have been using savings account for a quite long time. I am maintaining some minimum balance and also they given a domestic debit card. Customer service and responsiveness was good.  I am getting alert messages when ever i do transaction.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0,from sbi i have been using savings account for a quite long time i am maintaining some minimum balance and also they given a domestic debit card customer service and responsiveness was good i am getting alert messages when ever i do transaction,43,Satisfied
Anonyms,2020-02-13,Krishnagiri,HDFC Bank,5.0,"""Service is not good""","For past 6 years, i have been holding the salary account from HDFC bank and its a zero balance account.  Also it is good to access their Internet banking and mobile app facility. I have visited their branch to avail a personal loan and the response was not good in my home town because the executives are very clumsy and they take too much  of time and not responsive. There is no proper follow up also.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0,for past 6 years i have been holding the salary account from hdfc bank and its a zero balance account also it is good to access their internet banking and mobile app facility i have visited their branch to avail a personal loan and the response was not good in my home town because the executives are very clumsy and they take too much of time and not responsive there is no proper follow up also,76,Satisfied
D H,2020-02-13,Kolkata,SBI,5.0,"""One of the good service compared to private bank""","I took my savings account from State Bank of India. In the year of 2005, i have opened this account because SBI is having a lots of ATM in all over India and good service. I don't use their Internet banking facility and mobile app facility because of the fraudulent activity in the market. Branch response was upto the mark.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0,i took my savings account from state bank of india in the year of 2005 i have opened this account because sbi is having a lots of atm in all over india and good service i dont use their internet banking facility and mobile app facility because of the fraudulent activity in the market branch response was upto the mark,60,Satisfied
CHARULATHA,2020-02-13,Chennai,Unknown,5.0,"""Good banking services""","More than 10 years ago, i have opened the savings account from mercantile bank. Since the branch is available in walkable distance, i have selected this bank. I need to hold a minimum balance of Rs. 1000. They are not taking any kind of extra charges. I am not using this account online banking and mobile app.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,2,more than 10 years ago i have opened the savings account from mercantile bank since the branch is available in walkable distance i have selected this bank i need to hold a minimum balance of rs 1000 they are not taking any kind of extra charges i am not using this account online banking and mobile app,57,Satisfied
